序号,单词,词性,中文释义,释义状态,自动检查,来源义项ID,补充说明
0195,attach,verb,verb. 系上；贴上；连接；使依恋,AI初稿完成,通过,attach%2:35:01::|attach%2:35:02::|attach%2:41:03::,
0196,attack,noun；verb,noun. 攻击；袭击；抨击；发作；verb. 攻击；袭击；抨击,AI初稿完成,通过,attack%1:04:00::|attack%1:10:00::|attack%1:04:02::,OEWN 候选支持名词核心义；补充对应的常用动词用法。
0197,attain,verb,verb. 达到；获得；实现,AI初稿完成,通过,attain%2:41:00::|attain%2:38:00::|attain%2:38:01::,
0198,attempt,noun；verb,noun. 尝试；企图；verb. 尝试；企图,AI初稿完成,通过,attempt%1:04:00::|attempt%2:41:00::|attempt%2:36:00::,
0199,attend,verb,verb. 出席；参加；照料；注意,AI初稿完成,通过,attend%2:42:00::|attend%2:41:12::|attend%2:39:00::,
0200,attention,noun,noun. 注意；关注；照料,AI初稿完成,通过,attention%1:09:00::|attention%1:09:01::|attention%1:04:01::,
0201,attitude,noun,noun. 态度；看法；姿势,AI初稿完成,通过,attitude%1:09:00::|attitude%1:07:01::,
0202,attract,verb,verb. 吸引；引起……的兴趣；招引,AI初稿完成,通过,attract%2:35:00::|attract%2:37:00::|attract%2:35:01::,
0203,audience,noun,noun. 观众；听众；读者群；会见,AI初稿完成,通过,audience%1:14:00::|audience%1:14:01::|audience%1:10:00::,
0204,August,proper_noun,proper_noun. 八月,AI初稿完成,通过,august%1:28:00::,按月份专名规范展示词性。
0205,aunt,noun,noun. 姑母；姨母；伯母；婶母；舅母,AI初稿完成,通过,aunt%1:18:00::,中文亲属称谓按父母姐妹或叔舅配偶的通用范围展开。
0206,Australia,proper_noun,proper_noun. 澳大利亚；澳洲,AI初稿完成,通过,,通用国家名；OEWN 无对应候选义项，未使用旧词表释义。
0207,Australian,adjective；noun,adjective. 澳大利亚的；澳大利亚人的；noun. 澳大利亚人,AI初稿完成,通过,australian%3:01:00::|australian%1:18:00::,
0208,author,noun；verb,noun. 作者；作家；创始人；verb. 撰写；创作,AI初稿完成,通过,author%1:18:00::|author%1:18:01::|author%2:36:00::,
0209,authority,noun,noun. 权力；权限；当局；权威人士；权威性,AI初稿完成,通过,authority%1:07:00::|authority%1:18:01::|authority%1:18:00::|authority%1:14:00::,
0210,automatic,adjective；noun,adjective. 自动的；无意识的；noun. 自动武器,AI初稿完成,通过,automatic%3:00:00::|automatic%5:00:00:involuntary:02|automatic%1:06:01::,
0211,autonomous,adjective,adjective. 自治的；自主的；独立的,AI初稿完成,通过,autonomous%5:00:00:free:00|autonomous%5:00:02:independent:00|autonomous%5:00:01:independent:00,
0212,autumn,noun,noun. 秋天；秋季,AI初稿完成,通过,autumn%1:28:00::,
0213,available,adjective,adjective. 可获得的；可使用的；有空的,AI初稿完成,通过,available%3:00:00::|available%5:00:00:free:00,
0214,average,noun；adjective；verb,noun. 平均数；平均水平；adjective. 平均的；普通的；中等的；verb. 平均为；计算平均值,AI初稿完成,通过,average%5:00:02:normal:01|average%5:00:00:ordinary:00|average%5:00:00:moderate:00,OEWN 候选支持形容词核心义；补充常用名词和动词用法。
0215,avoid,verb,verb. 避免；躲开；防止,AI初稿完成,通过,avoid%2:32:00::|avoid%2:41:01::|avoid%2:41:03::,
0216,awake,adjective；verb,adjective. 醒着的；警觉的；verb. 醒来；唤醒,AI初稿完成,通过,awake%3:00:00::|awake%5:00:00:aware:00|awake%2:29:00::,
0217,award,noun；verb,noun. 奖；奖品；裁定；verb. 授予；判给,AI初稿完成,通过,award%1:10:00::|award%1:21:00::|award%1:04:00::|award%2:40:00::|award%2:40:01::,
0218,aware,adjective,adjective. 知道的；意识到的；留意的,AI初稿完成,通过,aware%3:00:00::|aware%3:00:04::,
0219,away,adjective；adverb,adjective. 不在的；客场的；adverb. 离开；远离；不断地,AI初稿完成,通过,away%5:00:00:absent:00|away%3:00:00::|away%4:02:00::,
0220,awesome,adjective,adjective. 令人惊叹的；极好的；可畏的,AI初稿完成,通过,awesome%5:00:00:impressive:00,
0221,awful,adjective,adjective. 糟糕的；可怕的；非常严重的,AI初稿完成,通过,awful%5:00:00:bad:00|awful%5:00:00:alarming:00|awful%5:00:00:extraordinary:00,
0222,awkward,adjective,adjective. 笨拙的；尴尬的；难处理的；不方便的,AI初稿完成,通过,awkward%3:00:00::|awkward%5:00:00:difficult:00|awkward%5:00:00:inconvenient:00,
0223,baby,noun；adjective,noun. 婴儿；幼崽；最年幼者；adjective. 幼小的,AI初稿完成,通过,baby%1:18:00::|baby%1:05:00::|baby%1:18:01::,
0224,back,noun；adjective；adverb；verb,noun. 背部；后面；靠背；adjective. 后面的；过去的；adverb. 向后；回到原处；verb. 支持；后退,AI初稿完成,通过,back%1:08:00::|back%1:06:00::|back%3:00:00::|back%5:00:00:noncurrent:00,OEWN 候选支持名词和形容词核心义；补充常用副词、动词用法。
0225,background,noun,noun. 背景；经历；背景资料；底色,AI初稿完成,通过,background%1:07:00::|background%1:09:00::|background%1:09:01::|background%1:11:01::,
0226,backward,adjective；adverb,adjective. 向后的；落后的；迟缓的；adverb. 向后；倒着,AI初稿完成,通过,backward%3:00:01::|backward%5:00:00:undynamic:00|backward%4:02:03::,
0227,bacon,noun,noun. 培根；熏猪肉,AI初稿完成,通过,bacon%1:13:00::,
0228,bad,adjective；noun,adjective. 坏的；糟糕的；严重的；变质的；noun. 坏事；不良之处,AI初稿完成,通过,bad%3:00:00::|bad%5:00:00:intense:00|bad%5:00:00:stale:00,OEWN 候选支持常用形容词义；补充固定名词化用法。
0229,badminton,noun,noun. 羽毛球运动,AI初稿完成,通过,badminton%1:04:00::,
0230,bag,noun；verb,noun. 袋；包；一袋的量；verb. 把……装进袋；捕获,AI初稿完成,通过,bag%1:06:00::|bag%1:06:02::|bag%1:23:00::,OEWN 候选支持名词核心义；补充对应的常用动词用法。
0231,bakery,noun,noun. 面包店；烘焙坊,AI初稿完成,通过,bakery%1:06:00::,
0232,balance,noun；verb,noun. 平衡；均衡；余额；剩余部分；verb. 使平衡；权衡；结算,AI初稿完成,通过,balance%1:26:00::|balance%1:07:00::|balance%1:21:00::|balance%1:24:00::,OEWN 候选支持名词核心义；补充对应的常用动词用法。
0233,ball,noun,noun. 球；球状物；舞会,AI初稿完成,通过,ball%1:06:01::|ball%1:25:00::|ball%1:06:02::,保留中学常用义；舞会义依据通行用法补充。
0234,ballet,noun,noun. 芭蕾舞；芭蕾舞剧；芭蕾舞曲,AI初稿完成,通过,ballet%1:04:00::|ballet%1:10:00::,
0235,balloon,noun；verb,noun. 气球；热气球；verb. 乘热气球；膨胀,AI初稿完成,通过,balloon%1:06:00::|balloon%1:06:01::|balloon%2:38:00::|balloon%2:30:00::,
0236,bamboo,noun,noun. 竹；竹子；竹材,AI初稿完成,通过,bamboo%1:20:00::|bamboo%1:20:02::,
0237,ban,noun；verb,noun. 禁令；禁止；verb. 禁止；取缔,AI初稿完成,通过,ban%1:10:00::|ban%1:10:01::,OEWN 候选支持名词义；补充对应的常用动词用法。
0238,banana,noun,noun. 香蕉；香蕉树,AI初稿完成,通过,banana%1:13:00::|banana%1:20:00::,
0239,band,noun；verb,noun. 乐队；一群人；带；条纹；verb. 用带捆扎；联合,AI初稿完成,通过,band%1:14:00::|band%1:14:02::|band%1:14:01::|band%1:07:00::,OEWN 候选支持名词核心义；补充对应的常用动词用法。
0240,bank,noun；verb,noun. 银行；河岸；堤；储备；verb. 把钱存入银行；依靠；倾斜飞行,AI初稿完成,通过,bank%1:14:00::|bank%1:17:01::|bank%1:17:00::|bank%1:21:00::,OEWN 候选支持名词核心义；补充常用动词用法。
0241,bar,noun；verb；preposition,noun. 酒吧；柜台；条；障碍；verb. 禁止；阻挡；preposition. 除……外,AI初稿完成,通过,bar%1:06:04::|bar%1:06:05::|bar%1:06:00::|bar%1:06:02::,OEWN 候选支持名词核心义；补充常用动词和介词用法。
0242,barbecue,noun；verb,noun. 烧烤；烤肉；烤架；verb. 烧烤,AI初稿完成,通过,barbecue%1:13:00::|barbecue%1:13:02::|barbecue%1:06:00::|barbecue%2:30:00::,
0243,barely,adverb,adverb. 仅仅；勉强；几乎不,AI初稿完成,通过,barely%4:02:00::|barely%4:02:02::|barely%4:02:03::,
0244,bark,noun；verb,noun. 树皮；狗叫声；verb. 吠叫；厉声说,AI初稿完成,通过,bark%1:20:00::|bark%1:11:00::|bark%2:32:01::,补充与名词狗叫声对应的常用动词用法。
0245,barrier,noun,noun. 障碍物；屏障；阻碍,AI初稿完成,通过,barrier%1:06:00::|barrier%1:09:00::|barrier%1:17:00::,
0246,base,noun；verb；adjective,noun. 基础；基地；底部；底座；verb. 以……为基础；把基地设在；adjective. 基本的；卑鄙的,AI初稿完成,通过,base%5:00:00:basic:00|base%5:00:00:wrong:01|base%5:00:00:ignoble:01,OEWN 当前候选顺序以形容词义为主；补充中学阶段高频名词和动词用法。
0247,baseball,noun,noun. 棒球运动；棒球,AI初稿完成,通过,baseball%1:04:00::|baseball%1:06:00::,
0248,basic,adjective；noun,adjective. 基本的；基础的；初级的；noun. 基本要素；必需品,AI初稿完成,通过,basic%3:00:00::|basic%5:00:02:first:00|basic%1:06:00::,
0249,basin,noun,noun. 盆；水池；盆地；流域,AI初稿完成,通过,basin%1:06:00::|basin%1:17:00::|basin%1:15:00::|basin%1:06:01::,
0250,basis,noun,noun. 基础；根据；原则,AI初稿完成,通过,basis%1:24:00::|basis%1:09:00::|basis%1:24:01::,
0251,basket,noun,noun. 篮；篮子；篮筐；投篮得分,AI初稿完成,通过,basket%1:06:00::|basket%1:06:01::|basket%1:04:00::,
0252,basketball,noun,noun. 篮球运动；篮球,AI初稿完成,通过,basketball%1:04:00::|basketball%1:06:00::,
0253,bat,noun；verb,noun. 蝙蝠；球棒；球拍；verb. 用球棒击球；眨眼,AI初稿完成,通过,bat%1:05:00::|bat%1:06:00::|bat%1:06:03::,OEWN 候选支持名词核心义；补充常用动词用法。
0254,bath,noun,noun. 洗澡；浴缸；浴液,AI初稿完成,通过,bath%1:04:00::|bath%1:06:02::,
0255,bathroom,noun,noun. 浴室；卫生间,AI初稿完成,通过,bathroom%1:06:00::|bathroom%1:06:01::,
0256,battery,noun,noun. 电池；一组设备；炮兵连,AI初稿完成,通过,battery%1:06:00::|battery%1:14:01::|battery%1:14:02::,
0257,battle,noun；verb,noun. 战斗；斗争；较量；verb. 战斗；抗争,AI初稿完成,通过,battle%1:04:00::|battle%1:04:01::|battle%1:04:02::|battle%2:33:00::,
0258,bay,noun；adjective,noun. 海湾；舱位；月桂；adjective. 红棕色的,AI初稿完成,通过,bay%1:17:00::|bay%1:06:02::|bay%1:20:00::|bay%5:00:00:colored:00,
0259,BC,adverb,adverb. 公元前,AI初稿完成,通过,bc%4:02:00::,
0260,be,verb；auxiliary_verb,verb. 是；存在；位于；成为；auxiliary_verb. 用于构成进行时或被动语态,AI初稿完成,通过,be%2:42:03::|be%2:42:06::|be%2:42:05::|be%2:42:00::,补充中学语法中的助动词功能。
0261,beach,noun；verb,noun. 海滩；湖滩；verb. 把船拖上岸；搁浅,AI初稿完成,通过,beach%1:17:00::|beach%2:38:00::,
0262,bean,noun,noun. 豆；豆类植物,AI初稿完成,通过,bean%1:13:00::|bean%1:20:00::,
0263,bean curd,noun,noun. 豆腐,AI初稿完成,通过,bean_curd%1:13:00::|tofu%1:13:00::,课标原有多词表达。
0264,bear,noun；verb,noun. 熊；verb. 承受；忍受；承担；生育；带有,AI初稿完成,通过,bear%1:05:00::|bear%2:42:01::|bear%2:37:01::|bear%2:29:01::,根据候选义项保留中学常用动词义，主动排除金融市场中的生僻名词义。
0265,beard,noun,noun. 胡须；络腮胡子,AI初稿完成,通过,beard%1:08:00::,
0266,beat,verb；noun；adjective,verb. 击打；打败；跳动；搅拌；noun. 节拍；敲击；巡逻区域；adjective. 筋疲力尽的,AI初稿完成,通过,beat%1:10:00::|beat%1:11:00::|beat%1:15:00::|beat%5:00:00:tired:00,OEWN 当前截取候选以名词、形容词义为主；补充中学阶段高频动词用法。
0267,beautiful,adjective,adjective. 美丽的；美好的,AI初稿完成,通过,beautiful%3:00:00::|beautiful%5:00:00:pleasant:00,
0268,beauty,noun,noun. 美；美丽；美人；美好事物,AI初稿完成,通过,beauty%1:07:00::|beauty%1:18:00::|beauty%1:09:00::,
0269,because,conjunction,conjunction. 因为；由于,AI初稿完成,通过,,按课标中的原因连词用法补充；OEWN 无对应候选义项。
0270,become,verb,verb. 变成；成为；适合；开始形成,AI初稿完成,通过,become%2:30:00::|become%2:42:01::|become%2:42:00::|become%2:42:03::,
0271,bed,noun；verb,noun. 床；花坛；河床；岩层；verb. 安置睡觉；栽种,AI初稿完成,通过,bed%1:06:00::|bed%1:06:01::|bed%1:17:00::|bed%1:17:01::,OEWN 候选支持名词核心义；补充常用动词用法。
0272,bedroom,noun,noun. 卧室,AI初稿完成,通过,bedroom%1:06:00::,
0273,beef,noun；verb,noun. 牛肉；肉牛；抱怨；verb. 抱怨,AI初稿完成,通过,beef%1:13:00::|beef%1:05:00::|beef%1:10:00::|beef%2:32:00::,
0274,beer,noun,noun. 啤酒,AI初稿完成,通过,beer%1:13:00::,
0275,before,preposition；conjunction；adverb,preposition. 在……以前；在……前面；conjunction. 在……以前；adverb. 以前；先前,AI初稿完成,通过,before%4:02:03::|before%4:02:01::,补充中学阶段常用介词和连词用法。
0276,begin,verb,verb. 开始；着手；首先出现,AI初稿完成,通过,begin%2:30:00::|begin%2:42:00::|begin%2:30:01::|begin%2:42:02::,
0277,behalf,noun,noun. 代表；利益,AI初稿完成,通过,behalf%1:04:00::|behalf%1:07:00::,主要用于 on behalf of 等固定搭配。
0278,behave,verb,verb. 表现；举止；守规矩,AI初稿完成,通过,behave%2:29:00::|behave%2:41:00::,
0279,behaviour,noun,noun. 行为；举止；表现；运行状况,AI初稿完成,通过,behaviour%1:07:00::|behaviour%1:04:00::|behaviour%1:26:00::,
0280,behind,preposition；adverb；noun,preposition. 在……后面；落后于；支持；adverb. 在后面；留下；落后；noun. 臀部,AI初稿完成,通过,behind%4:02:00::|behind%4:02:01::|behind%5:00:00:down:00|behind%1:08:00::,补充中学阶段常用介词用法。
0281,being,noun,noun. 存在；生物；人,AI初稿完成,通过,being%1:26:00::|being%1:03:00::,
0282,belief,noun,noun. 相信；信念；信仰,AI初稿完成,通过,belief%1:09:00::|belief%1:09:01::,
0283,believe,verb,verb. 相信；认为；信任；信仰,AI初稿完成,通过,believe%2:31:00::|believe%2:31:04::|believe%2:31:03::|believe%2:31:01::,
0284,bell,noun,noun. 钟；铃；钟声,AI初稿完成,通过,bell%1:06:00::|bell%1:06:02::|bell%1:11:00::,
0285,belong,verb,verb. 属于；应在；适合；是……的成员,AI初稿完成,通过,belong%2:40:00::|belong%2:42:03::|belong%2:42:02::|belong%2:42:07::,
0286,below,preposition；adverb,preposition. 在……下面；低于；adverb. 在下面；下文,AI初稿完成,通过,below%4:02:01::|below%4:02:00::,补充中学阶段常用介词用法。
0287,belt,noun；verb,noun. 腰带；传送带；地带；verb. 用带系；猛击,AI初稿完成,通过,belt%1:06:00::|belt%1:06:01::|belt%1:15:00::|belt%1:11:00::,OEWN 候选支持名词核心义；补充常用动词用法。
0288,bend,noun；verb,noun. 弯曲；弯道；verb. 弯曲；俯身；使屈服,AI初稿完成,通过,bend%1:11:00::|bend%1:06:00::|bend%1:25:01::,OEWN 候选支持名词核心义；补充常用动词用法。
0289,beneath,preposition；adverb,preposition. 在……下面；低于；不值得；adverb. 在下方,AI初稿完成,通过,beneath%4:02:00::,补充中学阶段常用介词用法。
0290,benefit,noun；verb,noun. 好处；益处；救济金；verb. 使受益；得益于,AI初稿完成,通过,benefit%1:07:00::|benefit%1:21:00::|benefit%2:40:00::|benefit%2:40:01::,
0291,beside,preposition,preposition. 在……旁边；与……相比,AI初稿完成,通过,,按课标中的常用介词用法补充；OEWN 无对应候选义项。
0292,best,adjective；noun；adverb,adjective. 最好的；最合适的；noun. 最佳的人或事物；最大努力；adverb. 最好地；最适合地,AI初稿完成,通过,best%3:00:00::|best%5:00:00:advisable:00|best%1:18:00::|best%1:04:00::|best%4:02:01::,
0293,bet,noun；verb,noun. 打赌；赌注；verb. 打赌；确信,AI初稿完成,通过,bet%1:04:00::|bet%1:21:00::|bet%2:33:00::|bet%2:31:00::,
0294,better,adjective；noun；adverb；verb,adjective. 更好的；好转的；更合适的；noun. 更好的人或事物；adverb. 更好地；verb. 改善；胜过,AI初稿完成,通过,better%3:00:00::|better%3:00:02::|better%5:00:00:advisable:00|better%1:07:00::,OEWN 候选支持形容词和名词义；补充常用副词、动词用法。
