token,earliest_level,document_levels,source_ids,source_entry_count,source_entries
amend,cet6,cet6,cet-english-2016-revised-word-list,1,★ amend amendment
amendment,cet6,cet6,cet-english-2016-revised-word-list,1,★ amend amendment
america,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,America*
amiable,cet6,cet6,cet-english-2016-revised-word-list,1,★ amiable
amid,cet4,cet4,cet-english-2016-revised-word-list,1,amid(st)
ammunition,cet6,cet6,cet-english-2016-revised-word-list,1,★ ammunition
among,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,among || among(st)
amount,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,amount || amount*
ample,cet4,cet4,cet-english-2016-revised-word-list,1,ample
amplification,cet6,cet6,cet-english-2016-revised-word-list,1,★ amplify amplification
amplify,cet6,cet6,cet-english-2016-revised-word-list,1,★ amplify amplification
amuse,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,amuse amusing amusement || amuse**
amusement,cet4,cet4,cet-english-2016-revised-word-list,1,amuse amusing amusement
amusing,cet4,cet4,cet-english-2016-revised-word-list,1,amuse amusing amusement
an,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,a/an
analogous,cet6,cet6,cet-english-2016-revised-word-list,1,★ analogue analogous
analogue,cet6,cet6,cet-english-2016-revised-word-list,1,★ analogue analogous
analogy,cet6,cet6,cet-english-2016-revised-word-list,1,★ analogy
analyse,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,analyse (analyze)**
analysis,cet4,cet4,cet-english-2016-revised-word-list,1,analyze/Ｇyse analysis analytic(al) analyst
analyst,cet4,cet4,cet-english-2016-revised-word-list,1,analyze/Ｇyse analysis analytic(al) analyst
analytic,cet4,cet4,cet-english-2016-revised-word-list,1,analyze/Ｇyse analysis analytic(al) analyst
analyze,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,analyse (analyze)** || analyze/Ｇyse analysis analytic(al) analyst
ancestor,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,ancestor ancestry || ancestor**
ancestry,cet4,cet4,cet-english-2016-revised-word-list,1,ancestor ancestry
anchor,cet4,cet4,cet-english-2016-revised-word-list,1,anchor anchorage
anchorage,cet4,cet4,cet-english-2016-revised-word-list,1,anchor anchorage
ancient,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,ancient
and,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,and
anecdotal,cet6,cet6,cet-english-2016-revised-word-list,1,★ anecdote anecdotal
anecdote,cet6,cet6,cet-english-2016-revised-word-list,1,★ anecdote anecdotal
anew,cet4,cet4,cet-english-2016-revised-word-list,1,anew
angel,cet4,cet4,cet-english-2016-revised-word-list,1,angel
anger,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,anger** || angry anger
angle,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,angle || angle**
angry,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,angry || angry anger
anguish,cet6,cet6,cet-english-2016-revised-word-list,1,★ anguish
animal,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,animal
animate,cet6,cet6,cet-english-2016-revised-word-list,1,★ animate animated animation
animated,cet6,cet6,cet-english-2016-revised-word-list,1,★ animate animated animation
animation,cet6,cet6,cet-english-2016-revised-word-list,1,★ animate animated animation
ankle,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,ankle || ankle**
annex,cet6,cet6,cet-english-2016-revised-word-list,1,★ annex annexation
annexation,cet6,cet6,cet-english-2016-revised-word-list,1,★ annex annexation
anniversary,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,anniversary || anniversary*
announce,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,announce announcement || announce*
announcement,cet4,cet4,cet-english-2016-revised-word-list,1,announce announcement
annoy,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,annoy annoyance || annoy**
annoyance,cet4,cet4,cet-english-2016-revised-word-list,1,annoy annoyance
annual,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,annual || annual*
anonymity,cet6,cet6,cet-english-2016-revised-word-list,1,★ anonymous anonymity
anonymous,cet6,cet6,cet-english-2016-revised-word-list,1,★ anonymous anonymity
another,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,another
answer,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,answer
ant,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,ant
antagonism,cet6,cet6,cet-english-2016-revised-word-list,1,★ antagonism antagonist antagonistic antagonistically
antagonist,cet6,cet6,cet-english-2016-revised-word-list,1,★ antagonism antagonist antagonistic antagonistically
antagonistic,cet6,cet6,cet-english-2016-revised-word-list,1,★ antagonism antagonist antagonistic antagonistically
antagonistically,cet6,cet6,cet-english-2016-revised-word-list,1,★ antagonism antagonist antagonistic antagonistically
antarctica,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,Antarctica**
antenna,cet6,cet6,cet-english-2016-revised-word-list,1,★ antenna
antibiotic,cet6,cet6,cet-english-2016-revised-word-list,1,★ antibiotic
anticipate,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,anticipate anticipation || anticipate**
anticipation,cet4,cet4,cet-english-2016-revised-word-list,1,anticipate anticipation
antique,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,antique || antique**
antonym,cet6,cet6,cet-english-2016-revised-word-list,1,★ antonym
anxiety,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,anxiety** || anxious anxiety
anxious,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,anxious anxiety || anxious*
any,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,any
anybody,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,anybody/anyone
anyhow,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,anyhow || anyhow**
anyone,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,anybody/anyone
anything,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,anything
anyway,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,anyway
anywhere,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,anywhere
apart,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,apart || apart**
apartment,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,apartment || apartment/apt．
ape,cet6,cet6,cet-english-2016-revised-word-list,1,★ ape
apologetic,cet4,cet4,cet-english-2016-revised-word-list,1,apology apologize/Ｇise apologetic
apologise,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,apologise (apologize)*
apologize,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,apologise (apologize)* || apology apologize/Ｇise apologetic
apology,cet4,cet4,cet-english-2016-revised-word-list,1,apology apologize/Ｇise apologetic
app,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,app || app (=application)
appal,cet6,cet6,cet-english-2016-revised-word-list,1,★ appal(l) appalling
appalling,cet6,cet6,cet-english-2016-revised-word-list,1,★ appal(l) appalling
apparatus,cet4,cet4,cet-english-2016-revised-word-list,1,apparatus
apparent,cet4,cet4,cet-english-2016-revised-word-list,1,apparent apparently
apparently,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,apparent apparently || apparently**
appeal,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,appeal appealing || appeal**
appealing,cet4,cet4,cet-english-2016-revised-word-list,1,appeal appealing
appear,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,appear || appear appearance
appearance,cet4,cet4,cet-english-2016-revised-word-list,1,appear appearance
appease,cet6,cet6,cet-english-2016-revised-word-list,1,★ appease appeasement
appeasement,cet6,cet6,cet-english-2016-revised-word-list,1,★ appease appeasement
appendix,cet6,cet6,cet-english-2016-revised-word-list,1,★ appendix
appetite,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,appetite || appetite**
applaud,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,applaud applause || applaud**
applause,cet4,cet4,cet-english-2016-revised-word-list,1,applaud applause
apple,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,apple
appliance,cet4,cet4,cet-english-2016-revised-word-list,1,appliance
applicable,cet4,cet4,cet-english-2016-revised-word-list,1,apply application applicant applicable
applicant,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,applicant** || apply application applicant applicable
application,junior,junior|senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,3,app (=application) || application* || apply application applicant applicable
apply,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,apply application applicant applicable || apply*
appoint,cet4,cet4,cet-english-2016-revised-word-list,1,appoint appointment
appointment,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,appoint appointment || appointment**
appraisal,cet6,cet6,cet-english-2016-revised-word-list,1,★ appraise appraisal
appraise,cet6,cet6,cet-english-2016-revised-word-list,1,★ appraise appraisal
appreciate,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,appreciate appreciation appreciative || appreciate**
appreciation,cet4,cet4,cet-english-2016-revised-word-list,1,appreciate appreciation appreciative
appreciative,cet4,cet4,cet-english-2016-revised-word-list,1,appreciate appreciation appreciative
apprentice,cet6,cet6,cet-english-2016-revised-word-list,1,★ apprentice
approach,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,approach || approach*
appropriate,senior_high,senior_high|cet4|cet6,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,3,appropriate** || appropriate１ || ★ appropriate２ appropriation
appropriation,cet6,cet6,cet-english-2016-revised-word-list,1,★ appropriate２ appropriation
approval,cet4,cet4,cet-english-2016-revised-word-list,1,approve approval
approve,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,approve approval || approve**
approximate,cet4,cet4,cet-english-2016-revised-word-list,1,approximate approximately approximation
approximately,cet4,cet4,cet-english-2016-revised-word-list,1,approximate approximately approximation
approximation,cet4,cet4,cet-english-2016-revised-word-list,1,approximate approximately approximation
april,cet4,cet4,cet-english-2016-revised-word-list,1,April
apron,cet6,cet6,cet-english-2016-revised-word-list,1,★ apron
apt,cet4,cet4|cet6,cet-english-2016-revised-word-list,2,apartment/apt． || ★ apt aptly
aptitude,cet4,cet4,cet-english-2016-revised-word-list,1,aptitude
aptly,cet6,cet6,cet-english-2016-revised-word-list,1,★ apt aptly
arbitrarily,cet4,cet4,cet-english-2016-revised-word-list,1,arbitrary arbitrarily
arbitrary,cet4,cet4,cet-english-2016-revised-word-list,1,arbitrary arbitrarily
arbitrate,cet6,cet6,cet-english-2016-revised-word-list,1,★ arbitrate arbitration
arbitration,cet6,cet6,cet-english-2016-revised-word-list,1,★ arbitrate arbitration
arc,cet6,cet6,cet-english-2016-revised-word-list,1,★ arc
arch,senior_high,senior_high|cet6,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,arch** || ★ arch
architect,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,architect || architect**
architecture,cet4,cet4,cet-english-2016-revised-word-list,1,architecture
archive,cet6,cet6,cet-english-2016-revised-word-list,1,★ archive
arctic,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,Arctic**
ardent,cet6,cet6,cet-english-2016-revised-word-list,1,★ ardent
are,junior,junior,moe-hs-english-2017-2025-appendix-2,1,"be (am, are, is)"
area,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,area
arena,cet6,cet6,cet-english-2016-revised-word-list,1,★ arena
arguable,cet4,cet4,cet-english-2016-revised-word-list,1,argue argument argumentation argumentative arguable
argue,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,argue || argue argument argumentation argumentative arguable
argument,cet4,cet4,cet-english-2016-revised-word-list,1,argue argument argumentation argumentative arguable
argumentation,cet4,cet4,cet-english-2016-revised-word-list,1,argue argument argumentation argumentative arguable
argumentative,cet4,cet4,cet-english-2016-revised-word-list,1,argue argument argumentation argumentative arguable
arise,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,arise || arise**
aristocracy,cet6,cet6,cet-english-2016-revised-word-list,1,★ aristocrat aristocratic aristocracy
aristocrat,cet6,cet6,cet-english-2016-revised-word-list,1,★ aristocrat aristocratic aristocracy
aristocratic,cet6,cet6,cet-english-2016-revised-word-list,1,★ aristocrat aristocratic aristocracy
arithmetic,cet4,cet4,cet-english-2016-revised-word-list,1,arithmetic
arm,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,arm || arm armament
armament,cet4,cet4,cet-english-2016-revised-word-list,1,arm armament
armo,cet6,cet6,cet-english-2016-revised-word-list,1,★ armo(u)r
army,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,army
around,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,around
