word,variants,part_of_speech,theme_candidates,selection_route,relevance_score,selection_reason
user,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 806；当代语料 1813；评分 9/9）
vacant,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 6366；当代语料 6751；评分 7/9）
vague,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 4265；当代语料 4885；评分 9/9）
vain,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
valid,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3211；当代语料 4703；评分 9/9）
vanilla,,a|n,人与自我|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
veal,,n,人与自我,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
vertical,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3857；当代语料 4448；评分 9/9）
vest,,n|v,人与自我|人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 9247；当代语料 6686；评分 7/9）
via,,,一般阅读,lexical_edge_semantic_review,,高频路线、媒介和书面连接表达
vice,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 7210；当代语料 9910；评分 7/9）
viewer,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4851；当代语料 2478；评分 9/9）
villager,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 6139；当代语料 6100；评分 7/9）
vinegar,,n,人与自我|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
violate,,v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 7012；当代语料 2909；评分 8/9）
violent,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2807；当代语料 2158；评分 9/9）
violinist,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
visa,,n|v,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 8033；当代语料 5525；评分 7/9）
voluntary,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2263；当代语料 4701；评分 9/9）
voyage,,n|v,人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6502；当代语料 6619；评分 7/9）
wag,,n|v,人与社会|人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
waiter,,n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 5772；当代语料 5460；评分 7/9）
walnut,,n,人与自我|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 8979；当代语料 7840；评分 7/9）
warehouse,,n|v,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 4490；当代语料 4922；评分 9/9）
warmth,,n,人与自我,strong_independent_frequency,9,独立语料频率支持较强（BNC 3527；当代语料 4749；评分 9/9）
wax,,n|v,人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 7744；当代语料 7228；评分 7/9）
wayside,,n,人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
weakness,,n,人与自我,strong_independent_frequency,9,独立语料频率支持较强（BNC 2867；当代语料 3487；评分 9/9）
wealthy,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 4114；当代语料 3015；评分 9/9）
web,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 6919；当代语料 3706；评分 8/9）
westerner,,n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
westwards,,r,一般阅读,lexical_edge_semantic_review,,方向和地理阅读中的有效英式词形
wherever,,r,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 3201；当代语料 3710；评分 9/9）
whichever,,,一般阅读,lexical_edge_semantic_review,,语法和一般阅读中的常用限定词/代词
whistle,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,7,独立语料频率支持较强（BNC 6960；当代语料 6463；评分 7/9）
wildlife,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 3597；当代语料 3859；评分 9/9）
willing,,a|n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 2233；当代语料 1274；评分 9/9）
willingly,,r,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 8478；当代语料 9339；评分 7/9）
willingness,,n,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 5008；当代语料 4186；评分 8/9）
windbreaker,,n,人与社会,promoted_from_low_frequency_semantic_review,2,服饰和天气场景中具有实际阅读价值
wipe,,n|v,人与社会|人与自然,strong_independent_frequency,9,独立语料频率支持较强（BNC 3112；当代语料 2711；评分 9/9）
wolf,,n|v,人与自我|人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5062；当代语料 4150；评分 8/9）
wooden,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2452；当代语料 2512；评分 9/9）
woollen,,a|n,人与社会,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
workday,,n,人与社会,promoted_from_low_frequency_semantic_review,3,工作制度和日常生活阅读中的常用复合词
workforce,,n,一般阅读,lexical_edge_semantic_review,,经济、就业和社会主题中的高价值名词
workmate,,n,一般阅读,lexical_edge_semantic_review,,工作和人际关系主题中的常见英式名词
workplace,,n,一般阅读,lexical_edge_semantic_review,,就业、安全和社会主题中的高价值名词
works,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1208；当代语料 1637；评分 9/9）
worldwide,,a,一般阅读,strong_independent_frequency,8,独立语料频率支持较强（BNC 5136；当代语料 4457；评分 8/9）
worm,,n|v,人与社会|人与自然,strong_independent_frequency,8,独立语料频率支持较强（BNC 5068；当代语料 4993；评分 8/9）
worn,,a,一般阅读,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
worried,,a,一般阅读,strong_independent_frequency,9,独立语料频率支持较强（BNC 2284；当代语料 3261；评分 9/9）
worthless,,a,一般阅读,strong_independent_frequency,7,独立语料频率支持较强（BNC 9506；当代语料 8848；评分 7/9）
wounded,,a|n,人与社会,strong_independent_frequency,7,独立语料频率支持较强（BNC 6501；当代语料 5376；评分 7/9）
writing,,n,人与社会,strong_independent_frequency,9,独立语料频率支持较强（BNC 1484；当代语料 1528；评分 9/9）
yawn,,n|v,人与自我|人与社会,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
yell,,n|v,人与社会,strong_independent_frequency,8,独立语料频率支持较强（BNC 5181；当代语料 2628；评分 8/9）
yourselves,,,一般阅读,lexical_edge_semantic_review,,语法和一般阅读中的固定反身代词形式
zebra,,n,人与自然,original_medium_frequency,5,结合高中阅读主题、词族冗余和英美变体决定是否纳入
zip,,n|v,人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
zipper,,n|v,人与社会|人与自然,original_medium_frequency,4,结合高中阅读主题、词族冗余和英美变体决定是否纳入
zoom,,n|v,人与社会|人与自然,original_medium_frequency,6,结合高中阅读主题、词族冗余和英美变体决定是否纳入
