legacy_word,legacy_row_count,legacy_rows,structural_type,oewn_match_type,oewn_lemmas,oewn_pos,oewn_sense_count,moby_wordlist_match_type,moby_wordlist_forms,moby_pos_match_type,moby_pos_forms,moby_pos_codes,normalized_headword_candidates,normalized_headword_evidence,existing_phrase_table_match,lexical_evidence_score,recommendation,reason
biography,1,430,lowercase_single_word,exact,biography,n,1,exact,biography,exact,biography,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
birdcage,1,433,lowercase_single_word,exact,birdcage,n,1,exact,birdcage,exact,birdcage,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
birthplace,1,436,lowercase_single_word,exact,birthplace,n,2,exact,birthplace,exact,birthplace,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bishop,1,438,lowercase_single_word,exact,bishop,n,3,exact,bishop,exact,bishop,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
boat race,1,458,multiword,exact,boat race,n,1,exact,boat race,exact,boat race,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
boating,1,459,lowercase_single_word,exact,boating,n,1,exact,boating,exact,boating,N,boat,boat:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bodybuilding,1,460,lowercase_single_word,exact,bodybuilding,n,1,none,,none,,,,,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
bookcase,1,467,lowercase_single_word,exact,bookcase,n,1,exact,bookcase,exact,bookcase,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bookmark,1,468,lowercase_single_word,exact,bookmark,n,1,exact,bookmark,exact,bookmark,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bookshelf,1,469,lowercase_single_word,exact,bookshelf,n,1,exact,bookshelf,exact,bookshelf,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bookshop,1,470,lowercase_single_word,exact,bookshop,n,1,none,,none,,,,,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
bookstore,1,471,lowercase_single_word,exact,bookstore,n,1,exact,bookstore,exact,bookstore,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
boom,1,472,lowercase_single_word,exact,boom,n|v,10,exact,boom,exact,boom,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
booth,1,474,lowercase_single_word,exact,booth,n,3,exact,booth,exact,booth,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
botany,1,483,lowercase_single_word,exact,botany,n,2,exact,botany,exact,botany,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
boycott,1,496,lowercase_single_word,exact,boycott,n|v,2,exact,boycott,exact,boycott,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
brake,1,498,lowercase_single_word,exact,brake,n|v,7,exact,brake,exact,brake,N|V|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
brand,1,500,lowercase_single_word,exact,brand,n|v,10,exact,brand,exact,brand,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bravery,1,502,lowercase_single_word,exact,bravery,n,2,exact,bravery,exact,bravery,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
breakthrough,1,507,lowercase_single_word,exact,breakthrough,n,3,exact,breakthrough,exact,breakthrough,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
breathless,1,511,lowercase_single_word,exact,breathless,a,3,exact,breathless,exact,breathless,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
brewery,1,512,lowercase_single_word,exact,brewery,n,1,exact,brewery,exact,brewery,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
broken,1,528,lowercase_single_word,exact,broken,a,13,exact,broken,exact,broken,A|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
broom,1,529,lowercase_single_word,exact,broom,n|v,5,exact,broom,exact,broom,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
brotherhood,1,531,lowercase_single_word,exact,brotherhood,n,4,exact,brotherhood,exact,brotherhood,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
brunch,1,533,lowercase_single_word,exact,brunch,n|v,2,exact,brunch,exact,brunch,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bucket,1,535,lowercase_single_word,exact,bucket,n|v,4,exact,bucket,exact,bucket,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
Buddhism,1,536,initial_uppercase,exact,Buddhism,n,2,exact,Buddhism,exact,Buddhism,A|N,,,none,3,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
Buddhist,1,537,initial_uppercase,exact,Buddhist,a|n,2,none,,exact,Buddhist,A|N,,,none,2,proper_name_or_capitalization_review,首字母大写形式可能是专名、地域名或误大写，需单独核实
bun,1,542,lowercase_single_word,exact,bun,n,1,exact,bun,exact,bun,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bungalow,1,544,lowercase_single_word,exact,bungalow,n,1,exact,bungalow,exact,bungalow,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
burden,1,545,lowercase_single_word,exact,burden,n|v,6,exact,burden,exact,burden,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bureaucratic,1,546,lowercase_single_word,exact,bureaucratic,a,1,exact,bureaucratic,exact,bureaucratic,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
burglar,1,547,lowercase_single_word,exact,burglar,n,1,exact,burglar,exact,burglar,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
burial,1,548,lowercase_single_word,exact,burial,n,2,exact,burial,exact,burial,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
burst,1,550,lowercase_single_word,exact,burst,n|v,12,exact,burst,exact,burst,N|V|i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
bus stop,1,553,multiword,exact,bus stop,n,1,none,,exact,bus stop,h,,,none,2,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
bush,1,554,lowercase_single_word,exact,bush,a|n|v,6,exact,bush,exact,bush,A|N|V|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
businessman,1,556,lowercase_single_word,exact,businessman,n,1,exact,businessman,exact,businessman,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
businesswoman,1,557,lowercase_single_word,exact,businesswoman,n,1,exact,businesswoman,exact,businesswoman,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
butterfly,1,562,lowercase_single_word,exact,butterfly,n|v,5,exact,butterfly,exact,butterfly,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
cab,1,568,lowercase_single_word,exact,cab,n|v,4,exact,cab,exact,cab,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
can opener,1,583,multiword,exact,can opener,n,1,exact,can opener,exact,can opener,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
caption,1,597,lowercase_single_word,exact,caption,n|v,4,exact,caption,exact,caption,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
card games,1,601,multiword,none,,,0,none,,none,,,card game,card game:OEWN,none,0,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
carpenter,1,605,lowercase_single_word,exact,carpenter,n|v,2,exact,carpenter,exact,carpenter,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
carriage,1,607,lowercase_single_word,exact,carriage,n,5,exact,carriage,exact,carriage,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
carrier,1,608,lowercase_single_word,exact,carrier,n,11,exact,carrier,exact,carrier,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
cassette,1,615,lowercase_single_word,exact,cassette,n,1,exact,cassette,exact,cassette,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
casual,1,618,lowercase_single_word,exact,casual,a,9,exact,casual,exact,casual,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
catalogue,1,620,lowercase_single_word,exact,catalogue,n|v,4,exact,catalogue,exact,catalogue,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
catastrophe,1,621,lowercase_single_word,exact,catastrophe,n,3,exact,catastrophe,exact,catastrophe,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
cater,1,624,lowercase_single_word,exact,cater,v,2,exact,cater,exact,cater,i,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
cathedral,1,626,lowercase_single_word,exact,cathedral,a|n,3,exact,cathedral,exact,cathedral,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
catholic,1,625,lowercase_single_word,exact,catholic,a,1,exact,catholic,exact,catholic,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
caution,1,629,lowercase_single_word,exact,caution,n|v,5,exact,caution,exact,caution,N|i|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
cautious,1,630,lowercase_single_word,exact,cautious,a|n,3,exact,cautious,exact,cautious,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
CD,1,632,all_uppercase,exact,CD,n,2,casefold,Cd | cd,exact,CD,N,,,none,3,special_reference_review,全大写形式可能是缩写、机构名或特殊标签，需单独核实
CD-ROM,1,633,all_uppercase,exact,CD-ROM,n,1,none,,none,,,,,none,1,special_reference_review,全大写形式可能是缩写、机构名或特殊标签，需单独核实
celebration,1,636,lowercase_single_word,exact,celebration,n,3,exact,celebration,exact,celebration,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
cellar,1,638,lowercase_single_word,exact,cellar,n,3,exact,cellar,exact,cellar,N|t,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
centigrade,1,640,lowercase_single_word,exact,centigrade,a,1,exact,centigrade,exact,centigrade,A|N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
ceremony,1,645,lowercase_single_word,exact,ceremony,n,3,exact,ceremony,exact,ceremony,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
chain store,1,650,multiword,exact,chain store,n,1,exact,chain store,exact,chain store,h,,,none,3,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
challenging,1,656,lowercase_single_word,exact,challenging,a,3,exact,challenging,exact,challenging,A,challenge,challenge:OEWN+MobyWords+MobyPOS,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
changeable,1,659,lowercase_single_word,exact,changeable,a,4,exact,changeable,exact,changeable,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
chant,1,662,lowercase_single_word,exact,chant,n|v,3,exact,chant,exact,chant,N|V,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
cheer up,1,675,multiword,exact,cheer up,v,2,none,,none,,,,,none,1,move_to_phrase_review,多词表达不进入单词扩展表；转入短语候选复核
cheerful,1,676,lowercase_single_word,exact,cheerful,a,2,exact,cheerful,exact,cheerful,A,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
cheers,1,677,lowercase_single_word,none,,,0,none,,exact,cheers,!,cheer,cheer:OEWN+MobyWords+MobyPOS,none,1,inflected_form_review,当前形式可能是复数、第三人称或分词；开放词典支持其候选词头，需决定是否改存词头
cheque,1,683,lowercase_single_word,exact,cheque,n|v,2,exact,cheque,exact,cheque,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
chick,1,687,lowercase_single_word,exact,chick,n,2,exact,chick,exact,chick,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
childhood,1,691,lowercase_single_word,exact,childhood,n,2,exact,childhood,exact,childhood,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
chimney,1,692,lowercase_single_word,exact,chimney,n,2,exact,chimney,exact,chimney,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
chips,1,695,lowercase_single_word,exact,chips,n,1,none,,none,,,chip,chip:OEWN+MobyWords+MobyPOS,none,1,modern_lexical_review,OEWN 有词形证据，Moby 未匹配；复核词义、难度与学习价值
choir,1,698,lowercase_single_word,exact,choir,n|v,4,exact,choir,exact,choir,N,,,none,3,retain_for_relevance_scoring,OEWN 与至少一个 Moby 数据集均有词形证据；仍需另做学习相关性筛选
