word,relevance_score,relevance_recommendation,bnc_rank,contemporary_rank,oewn_pos,oewn_lexicographer_classes,theme_candidates,theme_assignment_status,independent_inclusion_reason,final_status
boycott,7,frequency_supported_extension,9191,8514,n|v,noun.act|verb.social,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 9191；当代语料 8514；评分 7/9）,priority_candidate_needs_semantic_review
brake,8,frequency_supported_extension,5290,4693,n|v,noun.artifact|noun.group|noun.plant|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5290；当代语料 4693；评分 8/9）,priority_candidate_needs_semantic_review
brand,9,frequency_supported_extension,3387,2570,n|v,noun.artifact|noun.cognition|noun.communication|noun.substance|verb.communication|verb.contact|verb.social,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3387；当代语料 2570；评分 9/9）,priority_candidate_needs_semantic_review
bravery,5,secondary_relevance_review,11705,12303,n,noun.attribute|noun.feeling,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 11705；当代语料 12303；评分 5/9）,pending_theme_review
breakthrough,7,frequency_supported_extension,6455,5308,n,noun.act|noun.cognition,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6455；当代语料 5308；评分 7/9）,priority_candidate_needs_semantic_review
breathless,6,secondary_relevance_review,8961,10896,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 8961；当代语料 10896；评分 6/9）,pending_theme_review
brewery,6,secondary_relevance_review,5781,15159,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 5781；当代语料 15159；评分 6/9）,pending_theme_review
broken,9,frequency_supported_extension,2747,2694,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2747；当代语料 2694；评分 9/9）,priority_candidate_needs_semantic_review
broom,7,frequency_supported_extension,9809,9418,n|v,noun.artifact|noun.plant|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 9809；当代语料 9418；评分 7/9）,priority_candidate_needs_semantic_review
brotherhood,5,secondary_relevance_review,11836,13702,n,noun.feeling|noun.group|noun.relation,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 11836；当代语料 13702；评分 5/9）,pending_theme_review
brunch,4,secondary_relevance_review,36288,13712,n|v,noun.food|verb.consumption,人与自我,machine_candidate_needs_review,独立语料频率支持中等（BNC 36288；当代语料 13712；评分 4/9）,pending_theme_review
bucket,9,frequency_supported_extension,4494,4812,n|v,noun.artifact|noun.quantity|verb.contact,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4494；当代语料 4812；评分 9/9）,priority_candidate_needs_semantic_review
bun,7,frequency_supported_extension,8944,8967,n,noun.food,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 8944；当代语料 8967；评分 7/9）,priority_candidate_needs_semantic_review
bungalow,6,secondary_relevance_review,6535,10710,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 6535；当代语料 10710；评分 6/9）,pending_theme_review
burden,9,frequency_supported_extension,2696,2665,n|v,noun.artifact|noun.cognition|noun.communication|verb.communication|verb.contact,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2696；当代语料 2665；评分 9/9）,priority_candidate_needs_semantic_review
bureaucratic,7,frequency_supported_extension,6084,6447,a,adj.pert,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 6084；当代语料 6447；评分 7/9）,priority_candidate_needs_semantic_review
burglar,6,secondary_relevance_review,7271,11050,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 7271；当代语料 11050；评分 6/9）,pending_theme_review
burial,7,frequency_supported_extension,5406,6234,n,noun.act|noun.event,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5406；当代语料 6234；评分 7/9）,priority_candidate_needs_semantic_review
burst,9,frequency_supported_extension,3011,3560,n|v,noun.act|noun.event|verb.change|verb.emotion|verb.motion|verb.stative,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3011；当代语料 3560；评分 9/9）,priority_candidate_needs_semantic_review
bush,6,secondary_relevance_review,2801,34013,a|n|v,adj.all|noun.body|noun.group|noun.location|noun.plant|verb.possession,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 2801；当代语料 34013；评分 6/9）,pending_theme_review
businessman,9,frequency_supported_extension,3547,3840,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3547；当代语料 3840；评分 9/9）,priority_candidate_needs_semantic_review
businesswoman,4,secondary_relevance_review,23054,19286,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 23054；当代语料 19286；评分 4/9）,pending_theme_review
butterfly,8,frequency_supported_extension,5314,4923,n|v,noun.act|noun.animal|verb.communication|verb.contact|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5314；当代语料 4923；评分 8/9）,priority_candidate_needs_semantic_review
cab,9,frequency_supported_extension,4014,4220,n|v,noun.artifact|verb.motion,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4014；当代语料 4220；评分 9/9）,priority_candidate_needs_semantic_review
caption,6,secondary_relevance_review,10185,9117,n|v,noun.communication|verb.possession,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 10185；当代语料 9117；评分 6/9）,pending_theme_review
carpenter,7,frequency_supported_extension,9552,8059,n|v,noun.person|verb.social,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 9552；当代语料 8059；评分 7/9）,priority_candidate_needs_semantic_review
carriage,8,frequency_supported_extension,3104,6534,n,noun.artifact|noun.attribute,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3104；当代语料 6534；评分 8/9）,priority_candidate_needs_semantic_review
carrier,9,frequency_supported_extension,3636,3271,n,noun.animal|noun.artifact|noun.group|noun.person|noun.phenomenon|noun.substance,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3636；当代语料 3271；评分 9/9）,priority_candidate_needs_semantic_review
cassette,7,frequency_supported_extension,5251,8210,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5251；当代语料 8210；评分 7/9）,priority_candidate_needs_semantic_review
casual,9,frequency_supported_extension,3781,3955,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3781；当代语料 3955；评分 9/9）,priority_candidate_needs_semantic_review
catalogue,8,frequency_supported_extension,2710,6793,n|v,noun.communication|verb.cognition|verb.creation,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2710；当代语料 6793；评分 8/9）,priority_candidate_needs_semantic_review
catastrophe,7,frequency_supported_extension,8422,6648,n,noun.event|noun.phenomenon|noun.state,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 8422；当代语料 6648；评分 7/9）,priority_candidate_needs_semantic_review
cater,8,frequency_supported_extension,3809,6945,v,verb.consumption,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 3809；当代语料 6945；评分 8/9）,priority_candidate_needs_semantic_review
cathedral,8,frequency_supported_extension,2894,7382,a|n,adj.pert|noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 2894；当代语料 7382；评分 8/9）,priority_candidate_needs_semantic_review
catholic,9,frequency_supported_extension,2595,1757,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2595；当代语料 1757；评分 9/9）,priority_candidate_needs_semantic_review
caution,8,frequency_supported_extension,4721,5286,n|v,noun.attribute|noun.cognition|noun.communication|verb.communication,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4721；当代语料 5286；评分 8/9）,priority_candidate_needs_semantic_review
cautious,7,frequency_supported_extension,5239,5231,a|n,adj.all|noun.group,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5239；当代语料 5231；评分 7/9）,priority_candidate_needs_semantic_review
celebration,9,frequency_supported_extension,3379,2996,n,noun.act|noun.event,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3379；当代语料 2996；评分 9/9）,priority_candidate_needs_semantic_review
cellar,7,frequency_supported_extension,6029,7671,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6029；当代语料 7671；评分 7/9）,priority_candidate_needs_semantic_review
centigrade,1,hold_without_more_evidence,27004,,a,adj.pert,一般阅读,machine_candidate_needs_review,独立语料频率支持不足（BNC 27004；当代语料 无有效排名；评分 1/9）,hold
ceremony,9,frequency_supported_extension,3313,2670,n,noun.act|noun.event,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3313；当代语料 2670；评分 9/9）,priority_candidate_needs_semantic_review
challenging,8,frequency_supported_extension,7647,4981,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 7647；当代语料 4981；评分 8/9）,priority_candidate_needs_semantic_review
changeable,3,hold_without_more_evidence,20685,21649,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持不足（BNC 20685；当代语料 21649；评分 3/9）,hold
chant,7,frequency_supported_extension,8567,6880,n|v,noun.communication|verb.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8567；当代语料 6880；评分 7/9）,priority_candidate_needs_semantic_review
cheerful,7,frequency_supported_extension,5041,7309,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 5041；当代语料 7309；评分 7/9）,priority_candidate_needs_semantic_review
cheque,6,secondary_relevance_review,2753,31750,n|v,noun.possession|verb.possession,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 2753；当代语料 31750；评分 6/9）,pending_theme_review
chick,7,frequency_supported_extension,8245,7269,n,noun.animal|noun.person,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 8245；当代语料 7269；评分 7/9）,priority_candidate_needs_semantic_review
childhood,9,frequency_supported_extension,2746,2107,n,noun.state|noun.time,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2746；当代语料 2107；评分 9/9）,priority_candidate_needs_semantic_review
chimney,7,frequency_supported_extension,5724,8321,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5724；当代语料 8321；评分 7/9）,priority_candidate_needs_semantic_review
choir,7,frequency_supported_extension,5092,5331,n|v,noun.artifact|noun.group|verb.creation,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5092；当代语料 5331；评分 7/9）,priority_candidate_needs_semantic_review
cigar,7,frequency_supported_extension,7267,5696,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 7267；当代语料 5696；评分 7/9）,priority_candidate_needs_semantic_review
