sequence,record_id,word,variants,dataset_layer,curriculum_level,parts_of_speech,definitions_zh,selected_source_sense_ids,oewn_match_status,definition_method,qa_status,qa_notes
122,release-word-0122,ankle,,curriculum,high_school_selective_compulsory,noun,noun：脚踝；踝关节,ankle%1:08:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
123,release-word-0123,announce,,curriculum,high_school_compulsory,verb,verb：宣布；公布；播报,announce%2:32:00:: | announce%2:32:02:: | announce%2:32:07::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
124,release-word-0124,annoy,,curriculum,high_school_selective_compulsory,verb,verb：使恼怒；打扰,annoy%2:37:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
125,release-word-0125,annual,,curriculum,high_school_compulsory,adjective; noun,adjective：每年的；年度的 | noun：年刊；一年生植物,annual%5:00:00:periodic:00 | annual%1:10:00:: | annual%1:20:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
126,release-word-0126,another,,curriculum,compulsory_education,determiner; pronoun,determiner：又一；另一；另外的 | pronoun：另一个；又一个,another%5:00:00:other:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,将 OEWN 的形容词标签规范为中学语法中的限定词和代词用法。
127,release-word-0127,answer,,curriculum,compulsory_education,noun; verb,noun：回答；答复；答案 | verb：回答；回应；符合需要,answer%1:10:01:: | answer%1:10:02:: | answer%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
128,release-word-0128,ant,,curriculum,compulsory_education,noun,noun：蚂蚁,ant%1:05:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
129,release-word-0129,anticipate,,curriculum,high_school_selective_compulsory,verb,verb：预料；预期；提前处理；期待,anticipate%2:31:00:: | anticipate%2:41:00:: | anticipate%2:37:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
130,release-word-0130,antique,,curriculum,high_school_selective_compulsory,noun; adjective,noun：古董 | adjective：古老的；古董的,antique%1:06:00:: | antique%5:00:00:old:01 | antique%5:00:01:old:01,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
131,release-word-0131,anxiety,,curriculum,high_school_selective_compulsory,noun,noun：焦虑；忧虑；渴望,anxiety%1:12:00:: | anxiety%1:26:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
132,release-word-0132,anxious,,curriculum,high_school_compulsory,adjective,adjective：焦虑的；担心的；渴望的,anxious%5:00:00:troubled:00 | anxious%5:00:00:eager:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
133,release-word-0133,any,,curriculum,compulsory_education,determiner; pronoun; adverb,determiner：任何的；任一的；一些 | pronoun：任何一个；任何一些 | adverb：丝毫；多少,any%5:00:00:some:00 | any%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,将 OEWN 的形容词标签规范为限定词，并补充分列的代词用法。
134,release-word-0134,anybody,,curriculum,compulsory_education,pronoun,pronoun：任何人；随便哪个人,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,按课标中的不定代词用法补充；OEWN 无对应候选义项。
135,release-word-0135,anyhow,,curriculum,high_school_selective_compulsory,adverb,adverb：无论如何；不管怎样；以任何方式,anyhow%4:02:00:: | anyhow%4:02:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
136,release-word-0136,anyone,,curriculum,compulsory_education,pronoun,pronoun：任何人；任一人,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,按课标中的不定代词用法补充；OEWN 无对应候选义项。
137,release-word-0137,anything,,curriculum,compulsory_education,pronoun,pronoun：任何事物；任何事情,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,按课标中的不定代词用法补充；OEWN 无对应候选义项。
138,release-word-0138,anyway,,curriculum,compulsory_education,adverb,adverb：无论如何；不管怎样；反正,anyway%4:02:00:: | anyway%4:02:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
139,release-word-0139,anywhere,,curriculum,compulsory_education,adverb,adverb：在任何地方；到任何地方,anywhere%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
140,release-word-0140,apart,,curriculum,high_school_selective_compulsory,adjective; adverb,adjective：分开的；相隔的 | adverb：分开；相距；除外,apart%5:00:00:unconnected:00 | apart%4:02:03:: | apart%4:02:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
141,release-word-0141,apartment,,curriculum,high_school_compulsory,noun,noun：公寓；一套住房,apartment%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
142,release-word-0142,apologise,apologize,curriculum,high_school_compulsory,verb,verb：道歉；辩解,apologise%2:32:00:: | apologise%2:32:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
143,release-word-0143,apparently,,curriculum,high_school_selective_compulsory,adverb,adverb：看来；显然；据说,apparently%4:02:00:: | apparently%4:02:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
144,release-word-0144,appeal,,curriculum,high_school_selective_compulsory,noun; verb,noun：呼吁；请求；吸引力；上诉 | verb：呼吁；请求；吸引；上诉,appeal%1:10:00:: | appeal%1:07:00:: | appeal%1:04:00:: | appeal%2:41:00:: | appeal%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
145,release-word-0145,appear,,curriculum,compulsory_education,verb,verb：出现；显得；出版；登台,appear%2:30:00:: | appear%2:39:00:: | appear%2:30:01:: | appear%2:36:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
146,release-word-0146,appetite,,curriculum,high_school_selective_compulsory,noun,noun：食欲；欲望,appetite%1:12:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
147,release-word-0147,applaud,,curriculum,high_school_selective_compulsory,verb,verb：鼓掌；称赞,applaud%2:32:01:: | applaud%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
148,release-word-0148,apple,,curriculum,compulsory_education,noun,noun：苹果；苹果树,apple%1:13:00:: | apple%1:20:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
149,release-word-0149,applicant,,curriculum,high_school_selective_compulsory,noun,noun：申请人,applicant%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
150,release-word-0150,application,,curriculum,high_school_compulsory,noun,noun：申请；申请书；应用；应用程序；用功,application%1:10:00:: | application%1:04:02:: | application%1:10:01:: | application%1:04:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
151,release-word-0151,apply,,curriculum,high_school_compulsory,verb,verb：申请；应用；适用；涂抹,apply%2:32:00:: | apply%2:34:00:: | apply%2:42:00:: | apply%2:35:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
152,release-word-0152,appointment,,curriculum,high_school_selective_compulsory,noun,noun：约会；预约；任命；职位,appointment%1:14:00:: | appointment%1:04:00:: | appointment%1:04:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
153,release-word-0153,appreciate,,curriculum,high_school_selective_compulsory,verb,verb：欣赏；感激；理解；升值,appreciate%2:37:00:: | appreciate%2:31:00:: | appreciate%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
154,release-word-0154,approach,,curriculum,high_school_compulsory,noun; verb,noun：方法；靠近；通道 | verb：接近；着手处理；与……接洽,approach%1:04:02:: | approach%1:04:00:: | approach%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN 候选义项支持名词核心义；补充与其对应的常用动词用法。
155,release-word-0155,appropriate,,curriculum,high_school_selective_compulsory,adjective; verb,adjective：合适的；恰当的 | verb：拨出；占用,appropriate%3:00:00:: | appropriate%5:00:01:fit:02 | appropriate%2:31:00:: | appropriate%2:40:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
156,release-word-0156,approve,,curriculum,high_school_selective_compulsory,verb,verb：赞成；批准；认可,approve%2:32:00:: | approve%2:31:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
157,release-word-0157,April,,curriculum,compulsory_education,proper_noun,proper_noun：四月,april%1:28:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,按月份专名规范展示词性。
158,release-word-0158,arch,,curriculum,high_school_selective_compulsory,noun; verb; adjective,noun：拱；拱形结构 | verb：使成拱形；呈弧形 | adjective：调皮的；傲慢的,arch%1:25:00:: | arch%1:06:00:: | arch%5:00:00:playful:00 | arch%5:00:00:superior:01,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN 候选支持名词和形容词义；补充对应的常用动词用法。
159,release-word-0159,architect,,curriculum,high_school_selective_compulsory,noun,noun：建筑师；设计者,architect%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
160,release-word-0160,area,,curriculum,compulsory_education,noun,noun：地区；区域；领域；面积,area%1:15:01:: | area%1:09:00:: | area%1:06:00:: | area%1:07:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
161,release-word-0161,argue,,curriculum,high_school_compulsory,verb,verb：争论；争辩；主张；表明,argue%2:32:00:: | argue%2:32:02:: | argue%2:32:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
162,release-word-0162,arise,,curriculum,high_school_selective_compulsory,verb,verb：出现；产生；起身；由……引起,arise%2:42:00:: | arise%2:42:01:: | arise%2:38:00:: | arise%2:30:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
163,release-word-0163,arm,,curriculum,compulsory_education,noun; verb,noun：手臂；扶手；武器；部门 | verb：武装；装备,arm%1:08:00:: | arm%1:06:02:: | arm%1:06:01:: | arm%1:14:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN 候选支持名词核心义；补充其常用动词用法。
164,release-word-0164,army,,curriculum,compulsory_education,noun,noun：陆军；军队；大批人群,army%1:14:00:: | army%1:14:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
165,release-word-0165,around,,curriculum,compulsory_education,preposition; adverb,preposition：围绕；在……附近；到处 | adverb：在周围；大约；到处,around%4:02:01:: | around%4:02:04:: | around%4:02:06:: | around%4:02:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,补充中学阶段常用介词用法。
166,release-word-0166,arrangement,,curriculum,high_school_compulsory,noun,noun：安排；布置；约定；编曲,arrangement%1:09:01:: | arrangement%1:14:00:: | arrangement%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
167,release-word-0167,arrest,,curriculum,high_school_selective_compulsory,noun; verb,noun：逮捕；停止 | verb：逮捕；制止；吸引,arrest%1:04:00:: | arrest%1:26:00:: | arrest%2:35:00:: | arrest%2:33:00:: | arrest%2:35:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
168,release-word-0168,arrive,,curriculum,compulsory_education,verb,verb：到达；取得成功,arrive%2:38:00:: | arrive%2:41:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
169,release-word-0169,arrow,,curriculum,high_school_selective_compulsory,noun,noun：箭；箭头符号,arrow%1:06:00:: | arrow%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
170,release-word-0170,art,,curriculum,compulsory_education,noun,noun：艺术；美术；技艺,art%1:06:00:: | art%1:04:00:: | art%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
171,release-word-0171,article,,curriculum,compulsory_education,noun,noun：文章；物品；条款；冠词,article%1:10:00:: | article%1:03:00:: | article%1:10:02:: | article%1:10:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
172,release-word-0172,artificial,,curriculum,high_school_selective_compulsory,adjective,adjective：人工的；人造的；不自然的,artificial%3:00:00:: | artificial%5:00:00:affected:01,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
173,release-word-0173,artist,,curriculum,compulsory_education,noun,noun：艺术家；美术家,artist%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
174,release-word-0174,as,,curriculum,compulsory_education,conjunction; preposition; adverb,conjunction：当……时；因为；正如；尽管 | preposition：作为；像 | adverb：同样地；和……一样,as%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,补充课标中常用的连词和介词用法；OEWN 候选仅覆盖程度副词义。
