record_id,word,dataset_layer,match_status,matched_lemmas,parts_of_speech,sense_count,lexicographer_classes,english_definitions,semantic_status
release-word-0110,American,curriculum,exact_headword,American,adjective|noun,5,adj.pert|noun.communication|noun.person,of or relating to the United States of America or its people or language or culture || of or relating to or characteristic of the continents and islands of the Americas || a native or inhabitant of the United States || the English language as used in the United States || a native or inhabitant of a North American or Central American or South American country,oewn_semantic_base_ready
release-word-0111,among,curriculum,no_oewn_match,,,0,,,needs_non_oewn_review
release-word-0112,amount,curriculum,exact_headword,amount,noun|verb,7,noun.Tops|noun.attribute|noun.cognition|noun.possession|verb.stative,a quantity of money || the relative magnitude of something with reference to a criterion || how much there is or how many there are of something that you can quantify || a quantity obtained by the addition of a group of numbers || be tantamount or equivalent to || add up in number or quantity || to measure up to in kind or quality,oewn_semantic_base_ready
release-word-0113,amuse,curriculum,exact_headword,amuse,verb,2,verb.communication|verb.social,"occupy in an agreeable, entertaining or pleasant fashion || make (somebody) laugh",oewn_semantic_base_ready
release-word-0114,analyse,curriculum,exact_headword,analyse|analyze,verb,8,verb.cognition,"consider in detail and subject to an analysis in order to discover essential features or meaning || break down into components or essential features || make a mathematical, chemical, or grammatical analysis of; break down into components or essential features || subject to psychoanalytic treatment || consider in detail and subject to an analysis in order to discover essential features or meaning || make a mathematical, chemical, or grammatical analysis of; break down into components or essential features || break down into components or essential features || subject to psychoanalytic treatment",oewn_semantic_base_ready
release-word-0115,ancestor,curriculum,exact_headword,ancestor,noun,1,noun.person,someone from whom you are descended (but usually more remote than a grandparent),oewn_semantic_base_ready
release-word-0116,ancient,curriculum,exact_headword,ancient,adjective|noun,4,adj.all|noun.person,belonging to times long past especially of the historical period before the fall of the Western Roman Empire || very old || a very old person || a person who lived in ancient times,oewn_semantic_base_ready
release-word-0117,and,curriculum,no_oewn_match,,,0,,,needs_non_oewn_review
release-word-0118,anger,curriculum,exact_headword,anger,noun|verb,5,noun.act|noun.feeling|noun.state|verb.emotion,a strong emotion; a feeling that is oriented toward some real or supposed grievance || the state of being angry || belligerence aroused by a real or supposed wrong (personified as one of the deadly sins) || make angry || become angry,oewn_semantic_base_ready
release-word-0119,angle,curriculum,exact_headword,angle,noun|verb,7,noun.cognition|noun.shape|verb.cognition|verb.competition|verb.contact|verb.motion,the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians || a biased way of looking at or presenting something || move or proceed at an angle || to incline or bend from a vertical position || seek indirectly || fish with a hook || present with a bias,oewn_semantic_base_ready
release-word-0120,angry,curriculum,exact_headword,angry,adjective,3,adj.all,feeling or showing anger || (of the elements) as if showing violent anger || severely inflamed and painful,oewn_semantic_base_ready
release-word-0121,animal,curriculum,exact_headword,animal,adjective|noun,2,adj.all|noun.Tops,marked by the appetites and passions of the body || a living organism characterized by voluntary movement,oewn_semantic_base_ready
release-word-0122,ankle,curriculum,exact_headword,ankle,noun,1,noun.body,a gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus,oewn_semantic_base_ready
release-word-0123,announce,curriculum,exact_headword,announce,verb,4,verb.communication,make known; make an announcement || announce publicly or officially || give the names of || foreshadow or presage,oewn_semantic_base_ready
release-word-0124,annoy,curriculum,exact_headword,annoy,verb,1,verb.emotion,"cause annoyance in; disturb, especially by minor irritations",oewn_semantic_base_ready
release-word-0125,annual,curriculum,exact_headword,annual,adjective|noun,4,adj.all|noun.communication|noun.plant,completing its life cycle within a year || occurring or payable every year || (botany) a plant that completes its entire life cycle within the space of a year || a reference book that is published regularly once every year,oewn_semantic_base_ready
release-word-0126,another,curriculum,exact_headword,another,adjective,1,adj.all,"any of various alternatives; some other; entity, singular, other pronoun; quantifier, singular, another",oewn_semantic_base_ready
release-word-0127,answer,curriculum,exact_headword,answer,noun|verb,15,noun.act|noun.communication|verb.cognition|verb.communication|verb.consumption|verb.stative,"a statement (either spoken or written) that is made to reply to a question or request or criticism or accusation || a statement that solves a problem or explains how to solve the problem || the speech act of replying to a question || the principal pleading by the defendant in response to plaintiff's complaint; in criminal law it consists of the defendant's plea of ‘guilty’ or ‘not guilty’ (or nolo contendere); in civil law it must contain denials of all allegations in the plaintiff's complaint that the defendant hopes to controvert and it can contain affirmative defenses or counterclaims || a nonverbal reaction || react verbally || respond to a signal || give the correct answer or solution to || understand the meaning of || give a defence or refutation of (a charge) or in (an argument) || be liable or accountable || be sufficient; be adequate, either in quality or quantity || match or correspond || be satisfactory for; meet the requirements of or serve the purpose of || react to a stimulus or command",oewn_semantic_base_ready
