record_id,phrase,normalized_phrase,accepted_variants,introduced_level,included_in,phrase_type,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed
PH-J-0101,fall asleep,fall asleep,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fall_asleep%2:29:00::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0102,fall down,fall down,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fall_down%2:38:15::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0103,fall off,fall off,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fall_off%2:30:00::|fall_off%2:30:01::|fall_off%2:35:00::,true,1,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0104,fall over,fall over,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fall_over%2:29:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0105,feed on,feed on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,feed_on%2:34:00::,false,9,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0106,feel like,feel like,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,feel_like%2:37:00::,false,13,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0107,fill in,fill in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fill-in%1:18:00::|fill_in%2:32:00::|fill_in%2:32:02::|fill_in%2:36:00::|fill_in%2:40:00::,true,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0108,fill up,fill up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fill_up%2:30:00::|fill_up%2:30:01::|fill_up%2:34:00::|fill_up%2:35:03::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0109,find out,find out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,find_out%2:31:00::|find_out%2:31:01::|find_out%2:32:00::|find_out%2:32:01::,false,17,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0110,get along,get along,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_along%2:30:00::|get_along%2:41:00::|get_along%2:42:00::,true,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0111,get away,get away,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_away%2:32:00::|get_away%2:38:00::|get_away%2:41:00::,true,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0112,get back,get back,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_back%2:33:00::|get_back%2:33:01::|get_back%2:33:13::,true,16,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0113,get down,get down,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_down%2:30:00::|get_down%2:32:00::|get_down%2:34:00::|get_down%2:37:00::|get_down%2:38:00::|get_down%2:38:01::|get_down%2:38:02::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0114,get in,get in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_in%2:38:00::|get_in%2:38:01::|get_in%2:40:01::|get_in%2:41:00::,true,12,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0115,get into,get into,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_into%2:29:00::|get_into%2:32:00::|get_into%2:38:00::|get_into%2:40:00::|get_into%2:42:00::,true,12,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0116,get off,get off,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_off%2:32:00::|get_off%2:32:01::|get_off%2:32:04::|get_off%2:32:05::|get_off%2:34:00::|get_off%2:35:00::|get_off%2:38:00::|get_off%2:38:01::|get_off%2:38:02::|get_off%2:39:00::|get_off%2:41:00::,true,10,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0117,get on,get on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_on%2:30:00::|get_on%2:30:01::|get_on%2:30:03::|get_on%2:38:00::|get_on%2:38:02::|get_on%2:38:03::|get_on%2:41:00::,true,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0118,get out,get out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_out%2:32:00::|get_out%2:32:01::|get_out%2:32:03::|get_out%2:35:00::|get_out%2:38:00::|get_out%2:38:01::|get_out%2:38:02::,false,19,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0119,get over,get over,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_over%2:30:00::|get_over%2:33:00::|get_over%2:36:00::|get_over%2:38:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0120,get through,get through,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_through%2:30:00::|get_through%2:31:00::|get_through%2:32:00::|get_through%2:38:00::|get_through%2:42:00::,true,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0121,get together,get together,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_together%1:14:00::|get_together%2:41:01::|get_together%2:41:02::|get_together%2:41:03::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0122,get up,get up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,get_up%2:29:00::|get_up%2:29:01::|get_up%2:29:02::|get_up%2:29:03::|get_up%2:31:00::|get_up%2:36:00::|get_up%2:38:00::|get_up%2:38:01::,true,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0123,give up,give up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,give_up%2:31:00::|give_up%2:33:00::|give_up%2:33:01::|give_up%2:34:00::|give_up%2:40:00::|give_up%2:40:01::|give_up%2:40:02::|give_up%2:40:03::|give_up%2:40:05::|give_up%2:41:00::|give_up%2:41:05::|give_up%2:42:00::,true,11,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0124,go ahead,go ahead,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go-ahead%1:07:00::|go-ahead%1:10:00::|go_ahead%2:32:00::,true,9,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0125,go away,go away,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_away%2:30:00::|go_away%2:38:00::|go_away%2:38:05::|go_away%2:39:00::,true,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0126,go back,go back,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_back%2:30:00::|go_back%2:32:00::|go_back%2:42:00::,true,28,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0127,go down,go down,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_down%2:30:00::|go_down%2:30:14::|go_down%2:33:00::|go_down%2:34:00::|go_down%2:38:00::|go_down%2:38:01::|go_down%2:38:02::|go_down%2:42:00::,true,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0128,go home,go home,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_home%2:38:00::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0129,go in,go in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_in%2:38:00::,true,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0130,go into,go into,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_into%2:38:00::|go_into%2:42:00::,true,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0131,go on,go on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_on%2:30:00::|go_on%2:32:00::|go_on%2:35:00::|go_on%2:38:00::|go_on%2:42:00::,true,12,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0132,go out,go out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_out%2:30:00::|go_out%2:38:00::|go_out%2:38:01::|go_out%2:38:02::|go_out%2:41:00::|go_out%2:42:00::,true,11,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0133,go over,go over,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_over%2:29:00::|go_over%2:30:00::|go_over%2:31:00::|go_over%2:31:01::,true,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0134,go through,go through,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_through%2:34:00::|go_through%2:34:01::|go_through%2:39:00::,true,10,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0135,go to bed,go to bed,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_to_bed%2:29:00::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0136,go up,go up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,go_up%2:30:00::|go_up%2:30:04::|go_up%2:38:00::|go_up%2:38:01::|go_up%2:38:02::|go_up%2:38:03::|go_up%2:38:10::,true,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0137,grow up,grow up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,grow_up%2:41:00::,true,13,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0138,hand in,hand in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,approved_dictionary_candidate_pool,Moby,,true,15,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0139,hang on,hang on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hang_on%2:30:00::|hang_on%2:32:00::|hang_on%2:35:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0140,help out,help out,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,help_out%2:41:02::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0141,hold on,hold on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hold_on%2:30:00::|hold_on%2:30:05::|hold_on%2:32:00::|hold_on%2:35:00::|hold_on%2:40:00::,true,9,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0142,hurry up,hurry up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",fixed_structure,independent_structure_plus_tatoeba_cc0,Tatoeba CC0 exact normalized occurrence,,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0143,keep in,keep in,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_in%2:41:00::,true,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0144,keep on,keep on,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_on%2:41:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-J-0145,keep up,keep up,[],junior,"[""junior"", ""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,keep_up%2:29:00::|keep_up%2:30:00::|keep_up%2:33:00::|keep_up%2:40:00::|keep_up%2:42:00::,true,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
