record_id,word,legacy_candidate_form,dataset_layer,selection_status,relevance_score,bnc_rank,contemporary_rank,part_of_speech,oewn_lexicographer_classes,theme_candidates,inclusion_reason,selection_sources,definitions_zh,phonetic_uk,phonetic_us
extension-draft-0095,bishop,bishop,extension,draft_priority_needs_semantic_review,9,2221,3437,n,noun.artifact|noun.food|noun.person,人与自我|人与社会,独立语料频率支持较强（BNC 2221；当代语料 3437；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0096,boom,boom,extension,draft_priority_needs_semantic_review,9,3920,3171,n|v,noun.artifact|noun.event|noun.state|verb.change|verb.contact|verb.perception|verb.weather,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 3920；当代语料 3171；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0097,booth,booth,extension,draft_priority_needs_semantic_review,8,9834,4300,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 9834；当代语料 4300；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0098,boycott,boycott,extension,draft_priority_needs_semantic_review,7,9191,8514,n|v,noun.act|verb.social,人与社会,独立语料频率支持较强（BNC 9191；当代语料 8514；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0099,brake,brake,extension,draft_priority_needs_semantic_review,8,5290,4693,n|v,noun.artifact|noun.group|noun.plant|verb.motion,人与社会|人与自然,独立语料频率支持较强（BNC 5290；当代语料 4693；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0100,brand,brand,extension,draft_priority_needs_semantic_review,9,3387,2570,n|v,noun.artifact|noun.cognition|noun.communication|noun.substance|verb.communication|verb.contact|verb.social,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 3387；当代语料 2570；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0101,breakthrough,breakthrough,extension,draft_priority_needs_semantic_review,7,6455,5308,n,noun.act|noun.cognition,人与自我|人与社会,独立语料频率支持较强（BNC 6455；当代语料 5308；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0102,broken,broken,extension,draft_priority_needs_semantic_review,9,2747,2694,a,adj.all,一般阅读,独立语料频率支持较强（BNC 2747；当代语料 2694；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0103,broom,broom,extension,draft_priority_needs_semantic_review,7,9809,9418,n|v,noun.artifact|noun.plant|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 9809；当代语料 9418；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0104,bucket,bucket,extension,draft_priority_needs_semantic_review,9,4494,4812,n|v,noun.artifact|noun.quantity|verb.contact,人与社会|人与自然,独立语料频率支持较强（BNC 4494；当代语料 4812；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0105,bun,bun,extension,draft_priority_needs_semantic_review,7,8944,8967,n,noun.food,人与自我,独立语料频率支持较强（BNC 8944；当代语料 8967；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0106,burden,burden,extension,draft_priority_needs_semantic_review,9,2696,2665,n|v,noun.artifact|noun.cognition|noun.communication|verb.communication|verb.contact,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 2696；当代语料 2665；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0107,bureaucratic,bureaucratic,extension,draft_priority_needs_semantic_review,7,6084,6447,a,adj.pert,一般阅读,独立语料频率支持较强（BNC 6084；当代语料 6447；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0108,burial,burial,extension,draft_priority_needs_semantic_review,7,5406,6234,n,noun.act|noun.event,人与社会,独立语料频率支持较强（BNC 5406；当代语料 6234；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0109,burst,burst,extension,draft_priority_needs_semantic_review,9,3011,3560,n|v,noun.act|noun.event|verb.change|verb.emotion|verb.motion|verb.stative,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 3011；当代语料 3560；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0110,businessman,businessman,extension,draft_priority_needs_semantic_review,9,3547,3840,n,noun.person,人与社会,独立语料频率支持较强（BNC 3547；当代语料 3840；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0111,butterfly,butterfly,extension,draft_priority_needs_semantic_review,8,5314,4923,n|v,noun.act|noun.animal|verb.communication|verb.contact|verb.motion,人与社会|人与自然,独立语料频率支持较强（BNC 5314；当代语料 4923；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0112,cab,cab,extension,draft_priority_needs_semantic_review,9,4014,4220,n|v,noun.artifact|verb.motion,人与社会|人与自然,独立语料频率支持较强（BNC 4014；当代语料 4220；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0113,carpenter,carpenter,extension,draft_priority_needs_semantic_review,7,9552,8059,n|v,noun.person|verb.social,人与社会,独立语料频率支持较强（BNC 9552；当代语料 8059；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0114,carriage,carriage,extension,draft_priority_needs_semantic_review,8,3104,6534,n,noun.artifact|noun.attribute,人与社会,独立语料频率支持较强（BNC 3104；当代语料 6534；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0115,carrier,carrier,extension,draft_priority_needs_semantic_review,9,3636,3271,n,noun.animal|noun.artifact|noun.group|noun.person|noun.phenomenon|noun.substance,人与社会|人与自然,独立语料频率支持较强（BNC 3636；当代语料 3271；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0116,cassette,cassette,extension,draft_priority_needs_semantic_review,7,5251,8210,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 5251；当代语料 8210；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0117,casual,casual,extension,draft_priority_needs_semantic_review,9,3781,3955,a,adj.all,一般阅读,独立语料频率支持较强（BNC 3781；当代语料 3955；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0118,catalogue,catalogue,extension,draft_priority_needs_semantic_review,8,2710,6793,n|v,noun.communication|verb.cognition|verb.creation,人与自我|人与社会,独立语料频率支持较强（BNC 2710；当代语料 6793；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0119,catastrophe,catastrophe,extension,draft_priority_needs_semantic_review,7,8422,6648,n,noun.event|noun.phenomenon|noun.state,人与社会|人与自然,独立语料频率支持较强（BNC 8422；当代语料 6648；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0120,cater,cater,extension,draft_priority_needs_semantic_review,8,3809,6945,v,verb.consumption,人与自我,独立语料频率支持较强（BNC 3809；当代语料 6945；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0121,cathedral,cathedral,extension,draft_priority_needs_semantic_review,8,2894,7382,a|n,adj.pert|noun.artifact,人与社会,独立语料频率支持较强（BNC 2894；当代语料 7382；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0122,catholic,catholic,extension,draft_priority_needs_semantic_review,9,2595,1757,a,adj.all,一般阅读,独立语料频率支持较强（BNC 2595；当代语料 1757；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0123,caution,caution,extension,draft_priority_needs_semantic_review,8,4721,5286,n|v,noun.attribute|noun.cognition|noun.communication|verb.communication,人与自我|人与社会,独立语料频率支持较强（BNC 4721；当代语料 5286；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0124,cautious,cautious,extension,draft_priority_needs_semantic_review,7,5239,5231,a|n,adj.all|noun.group,人与社会,独立语料频率支持较强（BNC 5239；当代语料 5231；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0125,celebration,celebration,extension,draft_priority_needs_semantic_review,9,3379,2996,n,noun.act|noun.event,人与社会,独立语料频率支持较强（BNC 3379；当代语料 2996；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0126,cellar,cellar,extension,draft_priority_needs_semantic_review,7,6029,7671,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 6029；当代语料 7671；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0127,ceremony,ceremony,extension,draft_priority_needs_semantic_review,9,3313,2670,n,noun.act|noun.event,人与社会,独立语料频率支持较强（BNC 3313；当代语料 2670；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0128,challenging,challenging,extension,draft_priority_needs_semantic_review,8,7647,4981,a,adj.all,一般阅读,独立语料频率支持较强（BNC 7647；当代语料 4981；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0129,chant,chant,extension,draft_priority_needs_semantic_review,7,8567,6880,n|v,noun.communication|verb.communication,人与社会,独立语料频率支持较强（BNC 8567；当代语料 6880；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0130,cheerful,cheerful,extension,draft_priority_needs_semantic_review,7,5041,7309,a,adj.all,一般阅读,独立语料频率支持较强（BNC 5041；当代语料 7309；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0131,chick,chick,extension,draft_priority_needs_semantic_review,7,8245,7269,n,noun.animal|noun.person,人与社会|人与自然,独立语料频率支持较强（BNC 8245；当代语料 7269；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0132,childhood,childhood,extension,draft_priority_needs_semantic_review,9,2746,2107,n,noun.state|noun.time,人与自然,独立语料频率支持较强（BNC 2746；当代语料 2107；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0133,chimney,chimney,extension,draft_priority_needs_semantic_review,7,5724,8321,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 5724；当代语料 8321；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0134,choir,choir,extension,draft_priority_needs_semantic_review,7,5092,5331,n|v,noun.artifact|noun.group|verb.creation,人与社会,独立语料频率支持较强（BNC 5092；当代语料 5331；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0135,cigar,cigar,extension,draft_priority_needs_semantic_review,7,7267,5696,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 7267；当代语料 5696；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0136,circulate,circulate,extension,draft_priority_needs_semantic_review,8,4483,5888,v,verb.communication|verb.motion,人与社会|人与自然,独立语料频率支持较强（BNC 4483；当代语料 5888；评分 8/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0137,classical,classical,extension,draft_priority_needs_semantic_review,9,2562,3489,a|n,adj.all|adj.pert|noun.communication,人与社会,独立语料频率支持较强（BNC 2562；当代语料 3489；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0138,classify,classify,extension,draft_priority_needs_semantic_review,9,4168,4515,v,verb.cognition|verb.social,人与自我|人与社会,独立语料频率支持较强（BNC 4168；当代语料 4515；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0139,claw,claw,extension,draft_priority_needs_semantic_review,7,8058,6934,n|v,noun.animal|noun.artifact|verb.communication|verb.contact|verb.motion,人与社会|人与自然,独立语料频率支持较强（BNC 8058；当代语料 6934；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0140,cleaner,cleaner,extension,draft_priority_needs_semantic_review,7,5033,6567,n,noun.artifact|noun.person,人与社会,独立语料频率支持较强（BNC 5033；当代语料 6567；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0141,clearly,clearly,extension,draft_priority_needs_semantic_review,9,650,846,r,adv.all,一般阅读,独立语料频率支持较强（BNC 650；当代语料 846；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0142,clothing,clothing,extension,draft_priority_needs_semantic_review,9,3372,2650,n,noun.artifact,人与社会,独立语料频率支持较强（BNC 3372；当代语料 2650；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0143,clumsy,clumsy,extension,draft_priority_needs_semantic_review,7,8653,9209,a,adj.all,一般阅读,独立语料频率支持较强（BNC 8653；当代语料 9209；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0144,cock,cock,extension,draft_priority_needs_semantic_review,7,7962,8484,n|v,noun.animal|noun.artifact|noun.body|verb.contact|verb.motion,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 7962；当代语料 8484；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0145,cocoa,cocoa,extension,draft_priority_needs_semantic_review,7,8892,8963,n,noun.food,人与自我,独立语料频率支持较强（BNC 8892；当代语料 8963；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0146,coincidence,coincidence,extension,draft_priority_needs_semantic_review,7,5527,5812,n,noun.attribute|noun.event,人与社会,独立语料频率支持较强（BNC 5527；当代语料 5812；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0147,colleague,colleague,extension,draft_priority_needs_semantic_review,9,1338,1518,n,noun.person,人与社会,独立语料频率支持较强（BNC 1338；当代语料 1518；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0148,collision,collision,extension,draft_priority_needs_semantic_review,7,6488,5633,n,noun.communication|noun.event,人与社会,独立语料频率支持较强（BNC 6488；当代语料 5633；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0149,comb,comb,extension,draft_priority_needs_semantic_review,7,9845,7329,n|v,noun.act|noun.animal|noun.artifact|verb.body|verb.contact,人与自我|人与社会|人与自然,独立语料频率支持较强（BNC 9845；当代语料 7329；评分 7/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
extension-draft-0150,command,command,extension,draft_priority_needs_semantic_review,9,2166,2378,n|v,noun.attribute|noun.cognition|noun.communication|noun.group|noun.state|verb.communication|verb.social|verb.stative,人与自我|人与社会,独立语料频率支持较强（BNC 2166；当代语料 2378；评分 9/9）,OEWN-2025-lexical-evidence|ECDICT-BNC-rank|ECDICT-contemporary-rank,,,
